ID,Livestock_Type,Disease,Symptom_1,Cure_1,Symptom_2,Cure_2,Symptom_3,Cure_3,Symptom_4,Cure_4,Symptom_5,Cure_5,Symptom_6,Cure_6
411,Goose,Mastitis,Paralysis,Oxygen Therapy,Weight Loss,Anti-inflammatory Drugs,Skin Rash,Vitamin Supplements,Mouth Sores,Pain Relief,Reduced Milk Production,Quarantine,Lethargy,Herbal Remedies
412,Mule,Anthrax,High Fever,Antibiotic Treatment,Bloody Stool,Wound Care,Nasal Discharge,Hydration,Abdominal Pain,Anti-fever Medication,Severe Weakness,Deworming,Respiratory Issues,Supportive Care
413,Reindeer,Glanders,Paralysis,Oxygen Therapy,Weight Loss,Anti-inflammatory Drugs,Skin Rash,Vitamin Supplements,Mouth Sores,Pain Relief,Reduced Milk Production,Quarantine,Lethargy,Herbal Remedies
414,Sheep,Anthrax,Fever,Antibiotic Treatment,Blisters,Wound Care,Lameness,Hydration,Weight Loss,Anti-fever Medication,Nasal Discharge,Deworming,Swelling,Supportive Care
415,Llama,Brucellosis,Fever,Dietary Management,Blisters,Steroids,Lameness,Vaccination,Weight Loss,Antifungal Treatment,Nasal Discharge,Electrolyte Therapy,Swelling,Immune Boosters
416,Turkey,Peste des Petits Ruminants,Paralysis,Antibiotic Treatment,Weight Loss,Wound Care,Skin Rash,Hydration,Mouth Sores,Anti-fever Medication,Reduced Milk Production,Deworming,Lethargy,Supportive Care
417,Cattle,Glanders,Paralysis,Vaccination,Weight Loss,Antiviral Drugs,Skin Rash,Rest,Mouth Sores,Fluid Therapy,Reduced Milk Production,Antibiotics,Lethargy,Pain Relievers
418,Emu,Anthrax,High Fever,Antibiotic Treatment,Bloody Stool,Wound Care,Nasal Discharge,Hydration,Abdominal Pain,Anti-fever Medication,Severe Weakness,Deworming,Respiratory Issues,Supportive Care
419,Duck,Bovine Viral Diarrhea,High Fever,Isolation,Bloody Stool,Nutritional Support,Nasal Discharge,Deworming,Abdominal Pain,Antiseptic Wash,Severe Weakness,Antibiotics,Respiratory Issues,Hydration Therapy
420,Goat,Mastitis,Fever,Dietary Management,Blisters,Steroids,Lameness,Vaccination,Weight Loss,Antifungal Treatment,Nasal Discharge,Electrolyte Therapy,Swelling,Immune Boosters
421,Yak,Bovine Tuberculosis,Coughing,Vaccination,Diarrhea,Antiviral Drugs,Loss of Appetite,Rest,Skin Lesions,Fluid Therapy,Weakness,Antibiotics,Eye Discharge,Pain Relievers
422,Horse,Peste des Petits Ruminants,Paralysis,Isolation,Weight Loss,Nutritional Support,Skin Rash,Deworming,Mouth Sores,Antiseptic Wash,Reduced Milk Production,Antibiotics,Lethargy,Hydration Therapy
423,Deer,Newcastle Disease,Fever,Vaccination,Blisters,Antiviral Drugs,Lameness,Rest,Weight Loss,Fluid Therapy,Nasal Discharge,Antibiotics,Swelling,Pain Relievers
424,Emu,Avian Influenza,Breathing Issues,Dietary Management,Lesions,Steroids,Fever,Vaccination,Loss of Coordination,Antifungal Treatment,Swelling,Electrolyte Therapy,Nasal Discharge,Immune Boosters
425,Guinea Fowl,Bovine Viral Diarrhea,Breathing Issues,Vaccination,Lesions,Antiviral Drugs,Fever,Rest,Loss of Coordination,Fluid Therapy,Swelling,Antibiotics,Nasal Discharge,Pain Relievers
426,Camel,Foot-and-Mouth Disease,Paralysis,Isolation,Weight Loss,Nutritional Support,Skin Rash,Deworming,Mouth Sores,Antiseptic Wash,Reduced Milk Production,Antibiotics,Lethargy,Hydration Therapy
427,Chicken,Newcastle Disease,High Fever,Isolation,Bloody Stool,Nutritional Support,Nasal Discharge,Deworming,Abdominal Pain,Antiseptic Wash,Severe Weakness,Antibiotics,Respiratory Issues,Hydration Therapy
428,Guinea Fowl,Leptospirosis,Fever,Isolation,Blisters,Nutritional Support,Lameness,Deworming,Weight Loss,Antiseptic Wash,Nasal Discharge,Antibiotics,Swelling,Hydration Therapy
429,Alpaca,Rinderpest,Paralysis,Dietary Management,Weight Loss,Steroids,Skin Rash,Vaccination,Mouth Sores,Antifungal Treatment,Reduced Milk Production,Electrolyte Therapy,Lethargy,Immune Boosters
430,Bison,Glanders,Breathing Issues,Oxygen Therapy,Lesions,Anti-inflammatory Drugs,Fever,Vitamin Supplements,Loss of Coordination,Pain Relief,Swelling,Quarantine,Nasal Discharge,Herbal Remedies
431,Pigeon,Glanders,Coughing,Isolation,Diarrhea,Nutritional Support,Loss of Appetite,Deworming,Skin Lesions,Antiseptic Wash,Weakness,Antibiotics,Eye Discharge,Hydration Therapy
432,Buffalo,Mastitis,Coughing,Isolation,Diarrhea,Nutritional Support,Loss of Appetite,Deworming,Skin Lesions,Antiseptic Wash,Weakness,Antibiotics,Eye Discharge,Hydration Therapy
433,Rabbit,Johne’s Disease,Fever,Antibiotic Treatment,Blisters,Wound Care,Lameness,Hydration,Weight Loss,Anti-fever Medication,Nasal Discharge,Deworming,Swelling,Supportive Care
434,Mule,Bovine Viral Diarrhea,High Fever,Oxygen Therapy,Bloody Stool,Anti-inflammatory Drugs,Nasal Discharge,Vitamin Supplements,Abdominal Pain,Pain Relief,Severe Weakness,Quarantine,Respiratory Issues,Herbal Remedies
435,Llama,Bovine Tuberculosis,Paralysis,Dietary Management,Weight Loss,Steroids,Skin Rash,Vaccination,Mouth Sores,Antifungal Treatment,Reduced Milk Production,Electrolyte Therapy,Lethargy,Immune Boosters
436,Cattle,Bovine Tuberculosis,Coughing,Dietary Management,Diarrhea,Steroids,Loss of Appetite,Vaccination,Skin Lesions,Antifungal Treatment,Weakness,Electrolyte Therapy,Eye Discharge,Immune Boosters
437,Donkey,Avian Influenza,Fever,Oxygen Therapy,Blisters,Anti-inflammatory Drugs,Lameness,Vitamin Supplements,Weight Loss,Pain Relief,Nasal Discharge,Quarantine,Swelling,Herbal Remedies
438,Pigeon,Foot-and-Mouth Disease,Coughing,Dietary Management,Diarrhea,Steroids,Loss of Appetite,Vaccination,Skin Lesions,Antifungal Treatment,Weakness,Electrolyte Therapy,Eye Discharge,Immune Boosters
439,Yak,Bovine Tuberculosis,Paralysis,Isolation,Weight Loss,Nutritional Support,Skin Rash,Deworming,Mouth Sores,Antiseptic Wash,Reduced Milk Production,Antibiotics,Lethargy,Hydration Therapy
440,Donkey,Johne’s Disease,Fever,Dietary Management,Blisters,Steroids,Lameness,Vaccination,Weight Loss,Antifungal Treatment,Nasal Discharge,Electrolyte Therapy,Swelling,Immune Boosters
441,Sheep,Scrapie,Paralysis,Antibiotic Treatment,Weight Loss,Wound Care,Skin Rash,Hydration,Mouth Sores,Anti-fever Medication,Reduced Milk Production,Deworming,Lethargy,Supportive Care
442,Horse,Foot-and-Mouth Disease,Paralysis,Dietary Management,Weight Loss,Steroids,Skin Rash,Vaccination,Mouth Sores,Antifungal Treatment,Reduced Milk Production,Electrolyte Therapy,Lethargy,Immune Boosters
443,Bison,Anthrax,Paralysis,Antibiotic Treatment,Weight Loss,Wound Care,Skin Rash,Hydration,Mouth Sores,Anti-fever Medication,Reduced Milk Production,Deworming,Lethargy,Supportive Care
444,Guinea Fowl,Bovine Viral Diarrhea,Paralysis,Dietary Management,Weight Loss,Steroids,Skin Rash,Vaccination,Mouth Sores,Antifungal Treatment,Reduced Milk Production,Electrolyte Therapy,Lethargy,Immune Boosters
445,Emu,Glanders,High Fever,Vaccination,Bloody Stool,Antiviral Drugs,Nasal Discharge,Rest,Abdominal Pain,Fluid Therapy,Severe Weakness,Antibiotics,Respiratory Issues,Pain Relievers
446,Horse,Mastitis,Paralysis,Dietary Management,Weight Loss,Steroids,Skin Rash,Vaccination,Mouth Sores,Antifungal Treatment,Reduced Milk Production,Electrolyte Therapy,Lethargy,Immune Boosters
447,Reindeer,Foot-and-Mouth Disease,Coughing,Dietary Management,Diarrhea,Steroids,Loss of Appetite,Vaccination,Skin Lesions,Antifungal Treatment,Weakness,Electrolyte Therapy,Eye Discharge,Immune Boosters
448,Sheep,Scrapie,Paralysis,Antibiotic Treatment,Weight Loss,Wound Care,Skin Rash,Hydration,Mouth Sores,Anti-fever Medication,Reduced Milk Production,Deworming,Lethargy,Supportive Care
449,Goat,Newcastle Disease,Coughing,Vaccination,Diarrhea,Antiviral Drugs,Loss of Appetite,Rest,Skin Lesions,Fluid Therapy,Weakness,Antibiotics,Eye Discharge,Pain Relievers
450,Guinea Fowl,Anthrax,Paralysis,Dietary Management,Weight Loss,Steroids,Skin Rash,Vaccination,Mouth Sores,Antifungal Treatment,Reduced Milk Production,Electrolyte Therapy,Lethargy,Immune Boosters
451,Yak,Scrapie,Fever,Oxygen Therapy,Blisters,Anti-inflammatory Drugs,Lameness,Vitamin Supplements,Weight Loss,Pain Relief,Nasal Discharge,Quarantine,Swelling,Herbal Remedies
452,Chicken,Leptospirosis,Coughing,Vaccination,Diarrhea,Antiviral Drugs,Loss of Appetite,Rest,Skin Lesions,Fluid Therapy,Weakness,Antibiotics,Eye Discharge,Pain Relievers
453,Yak,Bovine Tuberculosis,Coughing,Vaccination,Diarrhea,Antiviral Drugs,Loss of Appetite,Rest,Skin Lesions,Fluid Therapy,Weakness,Antibiotics,Eye Discharge,Pain Relievers
454,Rabbit,Foot-and-Mouth Disease,High Fever,Isolation,Bloody Stool,Nutritional Support,Nasal Discharge,Deworming,Abdominal Pain,Antiseptic Wash,Severe Weakness,Antibiotics,Respiratory Issues,Hydration Therapy
455,Goose,Johne’s Disease,Fever,Antibiotic Treatment,Blisters,Wound Care,Lameness,Hydration,Weight Loss,Anti-fever Medication,Nasal Discharge,Deworming,Swelling,Supportive Care
456,Reindeer,Glanders,Coughing,Vaccination,Diarrhea,Antiviral Drugs,Loss of Appetite,Rest,Skin Lesions,Fluid Therapy,Weakness,Antibiotics,Eye Discharge,Pain Relievers
457,Ostrich,Bovine Viral Diarrhea,Paralysis,Antibiotic Treatment,Weight Loss,Wound Care,Skin Rash,Hydration,Mouth Sores,Anti-fever Medication,Reduced Milk Production,Deworming,Lethargy,Supportive Care
458,Camel,Newcastle Disease,High Fever,Vaccination,Bloody Stool,Antiviral Drugs,Nasal Discharge,Rest,Abdominal Pain,Fluid Therapy,Severe Weakness,Antibiotics,Respiratory Issues,Pain Relievers
459,Cattle,Brucellosis,Coughing,Antibiotic Treatment,Diarrhea,Wound Care,Loss of Appetite,Hydration,Skin Lesions,Anti-fever Medication,Weakness,Deworming,Eye Discharge,Supportive Care
460,Turkey,Swine Fever,Coughing,Oxygen Therapy,Diarrhea,Anti-inflammatory Drugs,Loss of Appetite,Vitamin Supplements,Skin Lesions,Pain Relief,Weakness,Quarantine,Eye Discharge,Herbal Remedies
461,Pig,Glanders,High Fever,Dietary Management,Bloody Stool,Steroids,Nasal Discharge,Vaccination,Abdominal Pain,Antifungal Treatment,Severe Weakness,Electrolyte Therapy,Respiratory Issues,Immune Boosters
462,Goat,Bovine Tuberculosis,Paralysis,Isolation,Weight Loss,Nutritional Support,Skin Rash,Deworming,Mouth Sores,Antiseptic Wash,Reduced Milk Production,Antibiotics,Lethargy,Hydration Therapy
463,Emu,Newcastle Disease,Breathing Issues,Dietary Management,Lesions,Steroids,Fever,Vaccination,Loss of Coordination,Antifungal Treatment,Swelling,Electrolyte Therapy,Nasal Discharge,Immune Boosters
464,Cattle,Glanders,Paralysis,Vaccination,Weight Loss,Antiviral Drugs,Skin Rash,Rest,Mouth Sores,Fluid Therapy,Reduced Milk Production,Antibiotics,Lethargy,Pain Relievers
465,Reindeer,Newcastle Disease,Paralysis,Isolation,Weight Loss,Nutritional Support,Skin Rash,Deworming,Mouth Sores,Antiseptic Wash,Reduced Milk Production,Antibiotics,Lethargy,Hydration Therapy
466,Goat,Peste des Petits Ruminants,Coughing,Dietary Management,Diarrhea,Steroids,Loss of Appetite,Vaccination,Skin Lesions,Antifungal Treatment,Weakness,Electrolyte Therapy,Eye Discharge,Immune Boosters
467,Chicken,Bovine Viral Diarrhea,Paralysis,Oxygen Therapy,Weight Loss,Anti-inflammatory Drugs,Skin Rash,Vitamin Supplements,Mouth Sores,Pain Relief,Reduced Milk Production,Quarantine,Lethargy,Herbal Remedies
468,Goose,Newcastle Disease,Breathing Issues,Isolation,Lesions,Nutritional Support,Fever,Deworming,Loss of Coordination,Antiseptic Wash,Swelling,Antibiotics,Nasal Discharge,Hydration Therapy
469,Bison,Mastitis,Fever,Antibiotic Treatment,Blisters,Wound Care,Lameness,Hydration,Weight Loss,Anti-fever Medication,Nasal Discharge,Deworming,Swelling,Supportive Care
470,Pigeon,Leptospirosis,Breathing Issues,Isolation,Lesions,Nutritional Support,Fever,Deworming,Loss of Coordination,Antiseptic Wash,Swelling,Antibiotics,Nasal Discharge,Hydration Therapy
471,Donkey,Bovine Tuberculosis,Paralysis,Dietary Management,Weight Loss,Steroids,Skin Rash,Vaccination,Mouth Sores,Antifungal Treatment,Reduced Milk Production,Electrolyte Therapy,Lethargy,Immune Boosters
472,Sheep,Swine Fever,Coughing,Vaccination,Diarrhea,Antiviral Drugs,Loss of Appetite,Rest,Skin Lesions,Fluid Therapy,Weakness,Antibiotics,Eye Discharge,Pain Relievers
473,Ostrich,Glanders,Paralysis,Oxygen Therapy,Weight Loss,Anti-inflammatory Drugs,Skin Rash,Vitamin Supplements,Mouth Sores,Pain Relief,Reduced Milk Production,Quarantine,Lethargy,Herbal Remedies
474,Pig,Newcastle Disease,High Fever,Oxygen Therapy,Bloody Stool,Anti-inflammatory Drugs,Nasal Discharge,Vitamin Supplements,Abdominal Pain,Pain Relief,Severe Weakness,Quarantine,Respiratory Issues,Herbal Remedies
475,Quail,Mastitis,Breathing Issues,Isolation,Lesions,Nutritional Support,Fever,Deworming,Loss of Coordination,Antiseptic Wash,Swelling,Antibiotics,Nasal Discharge,Hydration Therapy
476,Turkey,Rinderpest,Coughing,Isolation,Diarrhea,Nutritional Support,Loss of Appetite,Deworming,Skin Lesions,Antiseptic Wash,Weakness,Antibiotics,Eye Discharge,Hydration Therapy
477,Llama,Bovine Viral Diarrhea,Paralysis,Antibiotic Treatment,Weight Loss,Wound Care,Skin Rash,Hydration,Mouth Sores,Anti-fever Medication,Reduced Milk Production,Deworming,Lethargy,Supportive Care
478,Alpaca,Botulism,Breathing Issues,Dietary Management,Lesions,Steroids,Fever,Vaccination,Loss of Coordination,Antifungal Treatment,Swelling,Electrolyte Therapy,Nasal Discharge,Immune Boosters
479,Ostrich,Scrapie,High Fever,Isolation,Bloody Stool,Nutritional Support,Nasal Discharge,Deworming,Abdominal Pain,Antiseptic Wash,Severe Weakness,Antibiotics,Respiratory Issues,Hydration Therapy
480,Reindeer,Botulism,High Fever,Dietary Management,Bloody Stool,Steroids,Nasal Discharge,Vaccination,Abdominal Pain,Antifungal Treatment,Severe Weakness,Electrolyte Therapy,Respiratory Issues,Immune Boosters
481,Goose,Anthrax,Paralysis,Oxygen Therapy,Weight Loss,Anti-inflammatory Drugs,Skin Rash,Vitamin Supplements,Mouth Sores,Pain Relief,Reduced Milk Production,Quarantine,Lethargy,Herbal Remedies
482,Camel,Brucellosis,Coughing,Antibiotic Treatment,Diarrhea,Wound Care,Loss of Appetite,Hydration,Skin Lesions,Anti-fever Medication,Weakness,Deworming,Eye Discharge,Supportive Care
483,Pig,Brucellosis,Breathing Issues,Dietary Management,Lesions,Steroids,Fever,Vaccination,Loss of Coordination,Antifungal Treatment,Swelling,Electrolyte Therapy,Nasal Discharge,Immune Boosters
484,Pig,Mastitis,Coughing,Isolation,Diarrhea,Nutritional Support,Loss of Appetite,Deworming,Skin Lesions,Antiseptic Wash,Weakness,Antibiotics,Eye Discharge,Hydration Therapy
485,Rabbit,Anthrax,High Fever,Dietary Management,Bloody Stool,Steroids,Nasal Discharge,Vaccination,Abdominal Pain,Antifungal Treatment,Severe Weakness,Electrolyte Therapy,Respiratory Issues,Immune Boosters
486,Llama,Brucellosis,Breathing Issues,Dietary Management,Lesions,Steroids,Fever,Vaccination,Loss of Coordination,Antifungal Treatment,Swelling,Electrolyte Therapy,Nasal Discharge,Immune Boosters
487,Turkey,Scrapie,Breathing Issues,Isolation,Lesions,Nutritional Support,Fever,Deworming,Loss of Coordination,Antiseptic Wash,Swelling,Antibiotics,Nasal Discharge,Hydration Therapy
488,Sheep,Bovine Tuberculosis,Coughing,Oxygen Therapy,Diarrhea,Anti-inflammatory Drugs,Loss of Appetite,Vitamin Supplements,Skin Lesions,Pain Relief,Weakness,Quarantine,Eye Discharge,Herbal Remedies
489,Chicken,Avian Influenza,High Fever,Isolation,Bloody Stool,Nutritional Support,Nasal Discharge,Deworming,Abdominal Pain,Antiseptic Wash,Severe Weakness,Antibiotics,Respiratory Issues,Hydration Therapy
490,Yak,Brucellosis,Coughing,Oxygen Therapy,Diarrhea,Anti-inflammatory Drugs,Loss of Appetite,Vitamin Supplements,Skin Lesions,Pain Relief,Weakness,Quarantine,Eye Discharge,Herbal Remedies
491,Goose,Anthrax,High Fever,Oxygen Therapy,Bloody Stool,Anti-inflammatory Drugs,Nasal Discharge,Vitamin Supplements,Abdominal Pain,Pain Relief,Severe Weakness,Quarantine,Respiratory Issues,Herbal Remedies
492,Buffalo,Bovine Tuberculosis,Breathing Issues,Vaccination,Lesions,Antiviral Drugs,Fever,Rest,Loss of Coordination,Fluid Therapy,Swelling,Antibiotics,Nasal Discharge,Pain Relievers
493,Pig,Avian Influenza,High Fever,Antibiotic Treatment,Bloody Stool,Wound Care,Nasal Discharge,Hydration,Abdominal Pain,Anti-fever Medication,Severe Weakness,Deworming,Respiratory Issues,Supportive Care
494,Chicken,Bovine Tuberculosis,Paralysis,Isolation,Weight Loss,Nutritional Support,Skin Rash,Deworming,Mouth Sores,Antiseptic Wash,Reduced Milk Production,Antibiotics,Lethargy,Hydration Therapy
495,Pig,Mastitis,Paralysis,Isolation,Weight Loss,Nutritional Support,Skin Rash,Deworming,Mouth Sores,Antiseptic Wash,Reduced Milk Production,Antibiotics,Lethargy,Hydration Therapy
496,Alpaca,Foot-and-Mouth Disease,High Fever,Antibiotic Treatment,Bloody Stool,Wound Care,Nasal Discharge,Hydration,Abdominal Pain,Anti-fever Medication,Severe Weakness,Deworming,Respiratory Issues,Supportive Care
497,Buffalo,Mastitis,Breathing Issues,Antibiotic Treatment,Lesions,Wound Care,Fever,Hydration,Loss of Coordination,Anti-fever Medication,Swelling,Deworming,Nasal Discharge,Supportive Care
498,Camel,Botulism,Breathing Issues,Vaccination,Lesions,Antiviral Drugs,Fever,Rest,Loss of Coordination,Fluid Therapy,Swelling,Antibiotics,Nasal Discharge,Pain Relievers
499,Pig,Peste des Petits Ruminants,Breathing Issues,Oxygen Therapy,Lesions,Anti-inflammatory Drugs,Fever,Vitamin Supplements,Loss of Coordination,Pain Relief,Swelling,Quarantine,Nasal Discharge,Herbal Remedies
500,Camel,Bovine Tuberculosis,Fever,Isolation,Blisters,Nutritional Support,Lameness,Deworming,Weight Loss,Antiseptic Wash,Nasal Discharge,Antibiotics,Swelling,Hydration Therapy
501,Ostrich,Brucellosis,Coughing,Vaccination,Diarrhea,Antiviral Drugs,Loss of Appetite,Rest,Skin Lesions,Fluid Therapy,Weakness,Antibiotics,Eye Discharge,Pain Relievers
502,Pig,Johne’s Disease,Breathing Issues,Antibiotic Treatment,Lesions,Wound Care,Fever,Hydration,Loss of Coordination,Anti-fever Medication,Swelling,Deworming,Nasal Discharge,Supportive Care
503,Camel,Newcastle Disease,Fever,Vaccination,Blisters,Antiviral Drugs,Lameness,Rest,Weight Loss,Fluid Therapy,Nasal Discharge,Antibiotics,Swelling,Pain Relievers
504,Pig,Foot-and-Mouth Disease,High Fever,Isolation,Bloody Stool,Nutritional Support,Nasal Discharge,Deworming,Abdominal Pain,Antiseptic Wash,Severe Weakness,Antibiotics,Respiratory Issues,Hydration Therapy
505,Duck,Leptospirosis,Breathing Issues,Isolation,Lesions,Nutritional Support,Fever,Deworming,Loss of Coordination,Antiseptic Wash,Swelling,Antibiotics,Nasal Discharge,Hydration Therapy
506,Duck,Bovine Viral Diarrhea,Coughing,Vaccination,Diarrhea,Antiviral Drugs,Loss of Appetite,Rest,Skin Lesions,Fluid Therapy,Weakness,Antibiotics,Eye Discharge,Pain Relievers
507,Bison,Brucellosis,High Fever,Oxygen Therapy,Bloody Stool,Anti-inflammatory Drugs,Nasal Discharge,Vitamin Supplements,Abdominal Pain,Pain Relief,Severe Weakness,Quarantine,Respiratory Issues,Herbal Remedies
508,Goose,Peste des Petits Ruminants,Breathing Issues,Vaccination,Lesions,Antiviral Drugs,Fever,Rest,Loss of Coordination,Fluid Therapy,Swelling,Antibiotics,Nasal Discharge,Pain Relievers
509,Yak,Bovine Tuberculosis,High Fever,Isolation,Bloody Stool,Nutritional Support,Nasal Discharge,Deworming,Abdominal Pain,Antiseptic Wash,Severe Weakness,Antibiotics,Respiratory Issues,Hydration Therapy
510,Ostrich,Botulism,Fever,Dietary Management,Blisters,Steroids,Lameness,Vaccination,Weight Loss,Antifungal Treatment,Nasal Discharge,Electrolyte Therapy,Swelling,Immune Boosters
511,Donkey,Bovine Tuberculosis,Paralysis,Antibiotic Treatment,Weight Loss,Wound Care,Skin Rash,Hydration,Mouth Sores,Anti-fever Medication,Reduced Milk Production,Deworming,Lethargy,Supportive Care
512,Chicken,Bovine Tuberculosis,High Fever,Vaccination,Bloody Stool,Antiviral Drugs,Nasal Discharge,Rest,Abdominal Pain,Fluid Therapy,Severe Weakness,Antibiotics,Respiratory Issues,Pain Relievers
513,Buffalo,Peste des Petits Ruminants,Breathing Issues,Dietary Management,Lesions,Steroids,Fever,Vaccination,Loss of Coordination,Antifungal Treatment,Swelling,Electrolyte Therapy,Nasal Discharge,Immune Boosters
514,Buffalo,Foot-and-Mouth Disease,Coughing,Antibiotic Treatment,Diarrhea,Wound Care,Loss of Appetite,Hydration,Skin Lesions,Anti-fever Medication,Weakness,Deworming,Eye Discharge,Supportive Care
